,id,title,type,age_certification,runtime,release_year,seasons,imdb_score
44564,tm68272,Project X,MOVIE,R,88,2012,0.0,6.6
44593,tm168537,Green Lantern,MOVIE,PG-13,114,2011,0.0,5.5
44660,tm159271,Real Steel,MOVIE,PG-13,127,2011,0.0,7.0
44726,tm30583,Wrath of the Titans,MOVIE,PG-13,99,2012,0.0,5.7
44774,tm158112,The Adventures of Tintin,MOVIE,PG,107,2011,0.0,7.3
44812,tm175565,Young Adult,MOVIE,R,94,2011,0.0,6.3
44850,tm69276,Seeking a Friend for the End of the World,MOVIE,R,101,2012,0.0,6.7
44933,tm29531,What to Expect When You're Expecting,MOVIE,PG-13,110,2012,0.0,5.7
44947,tm34830,The Lucky One,MOVIE,PG-13,101,2012,0.0,6.4
45011,tm68477,Anna Karenina,MOVIE,R,130,2012,0.0,6.6
45025,tm181123,The Hunter,MOVIE,R,102,2011,0.0,6.7
45053,tm167643,The Hangover Part II,MOVIE,R,102,2011,0.0,6.4
45064,ts21101,Parade's End,SHOW,TV-MA,59,2012,1.0,7.5
45093,tm182676,Too Big to Fail,MOVIE,,97,2011,0.0,7.3
45125,tm37263,Underworld: Awakening,MOVIE,R,90,2012,0.0,6.3
45215,tm178303,J. Edgar,MOVIE,R,137,2011,0.0,6.5
45239,tm48952,Journey 2: The Mysterious Island,MOVIE,PG,94,2012,0.0,5.7
45286,tm166385,Zookeeper,MOVIE,PG,102,2011,0.0,5.2
45307,tm169393,Like Crazy,MOVIE,PG-13,90,2011,0.0,6.6
45330,tm33499,The Pirates! In an Adventure with Scientists!,MOVIE,PG,88,2012,0.0,6.7
45351,tm173191,Larry Crowne,MOVIE,PG-13,98,2011,0.0,6.1
45373,tm179441,6 Days to Air: The Making of South Park,MOVIE,,42,2011,0.0,7.7
45443,tm173513,Extremely Loud & Incredibly Close,MOVIE,PG-13,129,2011,0.0,6.9
45454,tm49432,Marina Abramović: The Artist Is Present,MOVIE,,106,2012,0.0,7.9
45486,tm185032,Machine Gun Preacher,MOVIE,R,129,2011,0.0,6.7
45516,tm160131,Dolphin Tale,MOVIE,PG,113,2011,0.0,6.8
45568,tm167016,The Green Hornet,MOVIE,PG-13,119,2011,0.0,5.8
45593,tm176081,Hobo with a Shotgun,MOVIE,,85,2011,0.0,6.1
45615,tm46555,W.E.,MOVIE,R,119,2011,0.0,6.2
45630,tm181563,From Up on Poppy Hill,MOVIE,PG,91,2011,0.0,7.4
45645,tm170385,There's Something Wrong with Aunt Diane,MOVIE,,100,2011,0.0,6.7
45681,tm173710,Pariah,MOVIE,R,86,2011,0.0,7.2
45714,tm169108,Happy Feet Two,MOVIE,PG,100,2011,0.0,5.8
45723,tm71288,The Sapphires,MOVIE,PG-13,103,2012,0.0,7.0
45741,tm51521,Casa De Mi Padre,MOVIE,R,84,2012,0.0,5.5
45758,tm64704,Alex Cross,MOVIE,PG-13,101,2012,0.0,5.1
45761,tm172217,The Sunset Limited,MOVIE,R,91,2011,0.0,7.3
45797,tm177990,The Iron Lady,MOVIE,PG-13,99,2011,0.0,6.4
45818,tm28444,Joyful Noise,MOVIE,PG-13,117,2012,0.0,5.7
45835,tm40310,"For a Good Time, Call...",MOVIE,R,85,2012,0.0,6.0
45848,tm181785,Here Comes the Devil,MOVIE,R,97,2012,0.0,5.6
45872,tm173754,Friends with Kids,MOVIE,R,100,2012,0.0,6.1
45885,tm40779,The Girl,MOVIE,,91,2012,0.0,6.2
45927,tm176814,This Must Be the Place,MOVIE,R,118,2011,0.0,6.7
45983,tm40335,Girl Most Likely,MOVIE,PG-13,103,2012,0.0,5.7
46061,tm42752,Being Flynn,MOVIE,R,102,2012,0.0,6.4
46101,tm38361,Erased,MOVIE,R,100,2012,0.0,6.0
46104,tm34921,The Invisible War,MOVIE,,93,2012,0.0,7.6
46120,tm165422,Shark Night 3D,MOVIE,PG-13,91,2011,0.0,4.0
46145,ts11600,The Fades,SHOW,TV-14,59,2011,1.0,7.6
46218,tm54405,Hemingway & Gellhorn,MOVIE,,155,2012,0.0,6.2
46257,tm69939,2 Days in New York,MOVIE,R,96,2012,0.0,6.0
46353,tm186399,Madea's Big Happy Family,MOVIE,PG-13,106,2011,0.0,4.6
46356,tm60689,Venus and Serena,MOVIE,PG-13,99,2012,0.0,6.4
46384,tm67151,Fun Size,MOVIE,PG-13,87,2012,0.0,5.4
46398,tm57271,Hyde Park on Hudson,MOVIE,R,94,2012,0.0,5.8
46413,tm160177,Good Neighbours,MOVIE,R,99,2011,0.0,5.8
46437,tm160199,The Good Doctor,MOVIE,R,93,2011,0.0,5.5
46438,ts26754,Witness,SHOW,TV-MA,46,2012,1.0,7.8
46496,tm60926,Fire with Fire,MOVIE,R,97,2012,0.0,5.6
46505,tm37899,Mea Maxima Culpa: Silence in the House of God,MOVIE,,106,2012,0.0,8.0
46526,tm158974,Page One: Inside the New York Times,MOVIE,R,88,2011,0.0,6.9
46537,tm70288,Good Deeds,MOVIE,PG-13,111,2012,0.0,5.5
46552,tm181757,Gloria: In Her Own Words,MOVIE,,61,2011,0.0,7.6
46581,tm172974,Cinema Verite,MOVIE,,86,2011,0.0,6.5
46603,tm51701,About Face: Supermodels Then and Now,MOVIE,,75,2012,0.0,6.6
46628,tm160592,The Loving Story,MOVIE,,77,2011,0.0,7.6
46737,tm60933,First,MOVIE,,109,2012,0.0,5.9
46738,tm171134,Triangle: Remembering the Fire,MOVIE,,40,2011,0.0,7.9
46761,tm48092,Ethel,MOVIE,,97,2012,0.0,7.8
46776,tm53162,41,MOVIE,G,120,2012,0.0,6.6
46784,tm44421,Hard Times: Lost on Long Island,MOVIE,,90,2012,0.0,7.3
46785,tm60097,One Nation Under Dog,MOVIE,,73,2012,0.0,7.6
46796,tm64277,In Vogue: The Editor's Eye,MOVIE,,90,2012,0.0,7.3
46807,tm310165,Mann v. Ford,MOVIE,G,105,2011,0.0,6.9
46809,tm181448,Koran by Heart,MOVIE,,90,2011,0.0,7.2
46820,tm61391,First Cousin Once Removed,MOVIE,,78,2012,0.0,7.5
46836,tm452334,Mandrake,MOVIE,,170,2012,0.0,6.0
46849,tm56880,The Latino List: Volume 2,MOVIE,,49,2012,0.0,5.7
46857,tm43982,"George Lopez: It's Not Me, It's You",MOVIE,R,56,2012,0.0,5.2
46874,tm311514,The Latino List,MOVIE,PG,60,2011,0.0,6.5
46875,tm159835,Love Crimes Of Kabul,MOVIE,,71,2011,0.0,6.8
46876,tm226244,Citizen USA: A 50 State Road Trip,MOVIE,,51,2011,0.0,5.6
46894,tm347002,Bud Greenspan Presents Vancouver 2010: Stories of Olympic Glory,MOVIE,,116,2011,0.0,6.4
47048,tm171462,The Secret Life of Walter Mitty,MOVIE,PG,114,2013,0.0,7.3
47131,tm169719,42,MOVIE,PG-13,128,2013,0.0,7.5
47192,tm143360,The Raid 2,MOVIE,R,150,2014,0.0,7.9
47241,tm168436,Pacific Rim,MOVIE,PG-13,131,2013,0.0,6.9
47328,tm173363,We're the Millers,MOVIE,R,110,2013,0.0,7.0
47364,tm177242,The Great Gatsby,MOVIE,PG-13,142,2013,0.0,7.2
47451,tm158307,Unbroken,MOVIE,PG-13,132,2014,0.0,7.2
47461,tm183480,Oblivion,MOVIE,PG-13,126,2013,0.0,7.0
47488,tm168549,47 Ronin,MOVIE,PG-13,119,2013,0.0,6.2
47572,tm165938,Man of Steel,MOVIE,PG-13,143,2013,0.0,7.1
47589,tm159241,Only Lovers Left Alive,MOVIE,R,123,2013,0.0,7.2
47688,tm188852,12 Years a Slave,MOVIE,R,134,2013,0.0,8.1
47744,tm177568,Fast & Furious 6,MOVIE,PG-13,130,2013,0.0,7.1
47773,tm175870,Ender's Game,MOVIE,PG-13,114,2013,0.0,6.6
47831,tm187305,The Wolverine,MOVIE,PG-13,129,2013,0.0,6.7
47851,tm179765,Stoker,MOVIE,R,99,2013,0.0,6.8
47883,tm160621,The Conjuring,MOVIE,R,107,2013,0.0,7.5
47908,tm171375,The Way Way Back,MOVIE,PG-13,103,2013,0.0,7.4
47943,tm179573,Percy Jackson: Sea of Monsters,MOVIE,PG,106,2013,0.0,5.7
47977,tm154391,This Is Where I Leave You,MOVIE,R,103,2014,0.0,6.6
47994,tm180256,Riddick,MOVIE,R,119,2013,0.0,6.4
48013,tm182421,Bad Words,MOVIE,R,89,2013,0.0,6.6
48049,tm188307,The Book Thief,MOVIE,PG-13,131,2013,0.0,7.5
48071,tm173702,Trance,MOVIE,R,101,2013,0.0,6.9
48095,tm166999,20 Feet from Stardom,MOVIE,PG-13,89,2013,0.0,7.4
48156,tm179769,RED 2,MOVIE,PG-13,116,2013,0.0,6.6
48234,tm140524,Dracula Untold,MOVIE,PG-13,92,2014,0.0,6.2
48256,tm149302,Ouija,MOVIE,PG-13,89,2014,0.0,4.5
48373,tm180058,The Internship,MOVIE,PG-13,119,2013,0.0,6.3
48397,tm157052,Annabelle,MOVIE,R,99,2014,0.0,5.4
48434,tm186180,Warm Bodies,MOVIE,PG-13,97,2013,0.0,6.9
48500,tm171483,The Hobbit: The Desolation of Smaug,MOVIE,PG-13,161,2013,0.0,7.8
48562,tm172949,The Great Beauty,MOVIE,,142,2013,0.0,7.7
48596,tm183560,Escape Plan,MOVIE,R,115,2013,0.0,6.7
48644,tm135608,300: Rise of an Empire,MOVIE,R,102,2014,0.0,6.2
48673,tm175796,Enough Said,MOVIE,PG-13,91,2013,0.0,7.0
48745,tm158094,The Hobbit: The Battle of the Five Armies,MOVIE,PG-13,144,2014,0.0,7.4
48758,tm173459,The Wind Rises,MOVIE,PG-13,126,2013,0.0,7.7
48793,tm72861,John Dies at the End,MOVIE,R,99,2013,0.0,6.3
48836,tm175985,Kick-Ass 2,MOVIE,R,103,2013,0.0,6.5
48876,tm180913,Identity Thief,MOVIE,R,107,2013,0.0,5.7
48907,tm152608,Horrible Bosses 2,MOVIE,R,108,2014,0.0,6.3
48947,tm2289,'71,MOVIE,R,100,2014,0.0,7.2
48991,tm179772,R.I.P.D.,MOVIE,PG-13,96,2013,0.0,5.6
49051,tm167384,2 Guns,MOVIE,R,109,2013,0.0,6.7
49073,tm187097,Mama,MOVIE,PG-13,100,2013,0.0,6.2
49100,tm142417,The Last Five Years,MOVIE,PG-13,94,2014,0.0,5.9
49307,tm172786,Gangster Squad,MOVIE,R,113,2013,0.0,6.7
49358,tm182075,The Incredible Burt Wonderstone,MOVIE,PG-13,100,2013,0.0,5.9
49367,tm181098,Moms Mabley,MOVIE,,72,2013,0.0,8.0
49401,tm166238,The Hangover Part III,MOVIE,R,100,2013,0.0,5.8
49465,tm166170,Epic,MOVIE,PG,102,2013,0.0,6.6
49511,tm163686,Blue Jasmine,MOVIE,PG-13,99,2013,0.0,7.3
49530,tm172808,The Tale of The Princess Kaguya,MOVIE,PG,137,2013,0.0,8.0
49547,tm178782,The East,MOVIE,PG-13,116,2013,0.0,6.8
49550,ts58470,Tim and Eric's Bedtime Stories,SHOW,TV-14,13,2014,2.0,7.8
49582,tm145054,The Loft,MOVIE,R,108,2014,0.0,6.3
49601,tm174882,Walking with Dinosaurs,MOVIE,PG,87,2013,0.0,5.2
49631,tm139047,Endless Love,MOVIE,PG-13,103,2014,0.0,6.2
49737,tm180517,Behind the Candelabra,MOVIE,R,118,2013,0.0,7.0
49754,tm157049,When Marnie Was There,MOVIE,PG,103,2014,0.0,7.7
49757,ts20294,Garfunkel and Oates,SHOW,TV-14,11,2014,1.0,7.5
49798,tm167682,Snitch,MOVIE,PG-13,93,2013,0.0,6.4
49827,tm177045,Runner Runner,MOVIE,R,92,2013,0.0,5.6
49870,tm175024,Blood Ties,MOVIE,R,128,2013,0.0,6.5
49928,tm187552,I Give It a Year,MOVIE,R,97,2013,0.0,5.7
49951,tm156864,The Normal Heart,MOVIE,NC-17,132,2014,0.0,7.9
49980,tm168151,Alan Partridge: Alpha Papa,MOVIE,PG-13,90,2013,0.0,6.9
50029,tm168764,Jack the Giant Slayer,MOVIE,PG-13,114,2013,0.0,6.3
50076,tm182404,Bad Milo!,MOVIE,R,85,2013,0.0,5.7
50107,tm175564,Admission,MOVIE,PG-13,107,2013,0.0,5.7
50131,tm148161,Big Game,MOVIE,PG-13,90,2014,0.0,5.4
50147,tm170892,21 & Over,MOVIE,R,91,2013,0.0,5.8
50200,tm142690,The Legend of Hercules,MOVIE,PG-13,99,2014,0.0,4.2
50245,tm179735,Six by Sondheim,MOVIE,,86,2013,0.0,7.9
50253,tm148009,Meet the Patels,MOVIE,PG,88,2014,0.0,7.1
50262,tm186499,The Kingdom of Dreams and Madness,MOVIE,PG,118,2013,0.0,7.7
50276,tm173713,The Best Man Holiday,MOVIE,R,118,2013,0.0,6.6
50299,tm168970,Gloria,MOVIE,R,105,2013,0.0,6.9
50313,ts41319,Sr. Ávila,SHOW,TV-MA,53,2013,4.0,8.2
50339,tm177456,Clear History,MOVIE,,100,2013,0.0,6.5
50397,tm165948,Manhunt: The Inside Story of the Hunt for Bin Laden,MOVIE,,100,2013,0.0,6.8
50419,tm135223,Adult Beginners,MOVIE,R,90,2014,0.0,5.6
50430,tm148220,Escobar: Paradise Lost,MOVIE,PG-13,120,2014,0.0,6.5
50504,tm188197,Phil Spector,MOVIE,,91,2013,0.0,6.2
50512,tm148119,Jerrod Carmichael: Love at the Store,MOVIE,,54,2014,0.0,7.0
50533,tm187389,12 Rounds 2: Reloaded,MOVIE,PG-13,95,2013,0.0,5.3
50545,tm176646,The Cheshire Murders,MOVIE,,115,2013,0.0,6.6
50562,tm171954,Mike Tyson: Undisputed Truth,MOVIE,,90,2013,0.0,7.4
50572,tm146290,Billy Crystal: 700 Sundays,MOVIE,,119,2014,0.0,8.3
50609,tm136762,Cymbeline,MOVIE,R,97,2014,0.0,3.7
50653,tm172988,Valentine Road,MOVIE,,89,2013,0.0,7.1
50735,tm150188,Frontera,MOVIE,PG-13,103,2014,0.0,6.6
50736,tm151349,Banksy Does New York,MOVIE,,79,2014,0.0,7.2
50768,tm170882,Sarah Silverman: We Are Miracles,MOVIE,,60,2013,0.0,6.6
50799,tm160479,Necessary Evil: Super-Villains of DC Comics,MOVIE,,99,2013,0.0,6.8
50846,tm158810,Nixon by Nixon: In His Own Words,MOVIE,,72,2014,0.0,7.5
50848,tm158086,A Good Job: Stories of the FDNY,MOVIE,G,60,2014,0.0,7.9
50850,tm167585,An Apology to Elephants,MOVIE,PG,40,2013,0.0,8.1
50858,tm186911,Mary and Martha,MOVIE,,90,2013,0.0,6.8
50874,tm174415,Muhammad Ali's Greatest Fight,MOVIE,,97,2013,0.0,6.8
50889,tm181863,Once Upon a Time in Brooklyn,MOVIE,R,116,2013,0.0,3.8
50897,tm138091,Cantinflas,MOVIE,PG,106,2014,0.0,6.6
50899,tm158074,Questioning Darwin,MOVIE,,56,2014,0.0,5.3
50913,tm188497,State of Play: Trophy Kids,MOVIE,PG,57,2013,0.0,7.1
50915,tm176942,Life According to Sam,MOVIE,,90,2013,0.0,8.2
50920,tm211368,Nightingale,MOVIE,,83,2014,0.0,6.4
50921,tm132789,Terror at the Mall,MOVIE,,60,2014,0.0,8.0
50922,tm206335,Americans in Bed,MOVIE,,80,2013,0.0,5.7
50939,tm249883,Habla Men,MOVIE,,58,2014,0.0,7.1
50958,tm313461,Habla Women,MOVIE,PG,56,2013,0.0,7.6
50961,tm178995,50 Children: The Rescue Mission of Mr. and Mrs. Kraus,MOVIE,,62,2013,0.0,7.6
50974,ts43915,Head Over Heels,SHOW,,35,2014,2.0,7.0
50975,tm157418,Paycheck to Paycheck: The Life & Times of Katrina Gilbert,MOVIE,,74,2014,0.0,7.3
50992,tm178161,The Out List,MOVIE,PG,60,2013,0.0,7.2
51008,tm185863,Miss You Can Do It,MOVIE,,75,2013,0.0,8.0
51009,tm249369,Before We Are Forgotten,MOVIE,,81,2014,0.0,7.5
51010,tm168056,Fall to Grace,MOVIE,,48,2013,0.0,5.9
51011,tm174080,Gasland Part II,MOVIE,,125,2013,0.0,7.6
51019,tm178184,Jungle Master,MOVIE,PG,90,2013,0.0,4.0
51021,tm187579,Tapia,MOVIE,,81,2013,0.0,7.8
51027,tm146021,The Case Against 8,MOVIE,,109,2014,0.0,7.4
51044,tm473166,Santana: Corazón Live from Mexico  - Live It To Believe It,MOVIE,,133,2014,0.0,8.0
51206,tm123342,Fantastic Beasts and Where to Find Them,MOVIE,PG-13,132,2016,0.0,7.2
51272,tm136491,Black Mass,MOVIE,R,123,2015,0.0,6.9
51358,tm138935,Love & Mercy,MOVIE,PG-13,122,2015,0.0,7.4
51365,ts38785,Berserk,SHOW,TV-MA,25,2016,2.0,6.8
51499,tm1881,Batman v Superman: Dawn of Justice,MOVIE,PG-13,153,2016,0.0,6.4
51511,ts21650,The Jinx: The Life and Deaths of Robert Durst,SHOW,TV-MA,45,2015,1.0,8.6
51565,tm141359,Get Hard,MOVIE,R,100,2015,0.0,6.0
51696,tm122844,Suicide Squad,MOVIE,PG-13,123,2016,0.0,5.9
51751,tm139277,Magic Mike XXL,MOVIE,R,115,2015,0.0,5.6
51833,tm139317,Vacation,MOVIE,R,99,2015,0.0,6.1
51847,tm232891,Tickled,MOVIE,R,92,2016,0.0,7.5
51923,tm138310,San Andreas,MOVIE,PG-13,114,2015,0.0,6.0
51968,tm137758,High-Rise,MOVIE,R,119,2016,0.0,5.5
51992,tm121566,How to Be Single,MOVIE,R,110,2016,0.0,6.0
52042,tm138297,The Conjuring 2,MOVIE,R,134,2016,0.0,7.3
52066,tm142102,Going Clear: Scientology and the Prison of Belief,MOVIE,,119,2015,0.0,8.0
52093,tm233579,The Lure,MOVIE,,93,2015,0.0,6.3
52153,tm141858,Child 44,MOVIE,R,137,2015,0.0,6.5
52179,tm138779,Point Break,MOVIE,PG-13,114,2015,0.0,5.3
52235,ts38071,Chewing Gum,SHOW,TV-MA,23,2015,2.0,7.7
52248,tm239743,Batman: The Killing Joke,MOVIE,R,72,2016,0.0,6.4
52259,tm239292,The First Monday in May,MOVIE,PG-13,91,2016,0.0,7.1
52271,tm193314,Cobain: Montage of Heck,MOVIE,,132,2015,0.0,7.5
52342,tm212848,War on Everyone,MOVIE,R,98,2016,0.0,5.8
52347,tm235809,Cameraperson,MOVIE,,102,2016,0.0,7.4
52352,ts21887,Togetherness,SHOW,TV-MA,27,2015,2.0,7.5
52372,tm137881,The Wolfpack,MOVIE,R,89,2015,0.0,7.0
52386,tm270502,Army of One,MOVIE,R,92,2016,0.0,5.1
52396,tm248112,Princess Cut,MOVIE,PG,97,2015,0.0,4.8
52442,tm201352,7 Days in Hell,MOVIE,NC-17,43,2015,0.0,7.1
52496,tm233393,Bridget Jones's Baby,MOVIE,R,123,2016,0.0,6.5
52500,ts43212,The Pact,SHOW,,53,2015,2.0,7.3
52550,tm204164,American Pastoral,MOVIE,R,108,2016,0.0,6.1
52576,tm243960,The Assignment,MOVIE,R,95,2016,0.0,4.7
52593,tm239775,Max Steel,MOVIE,PG-13,92,2016,0.0,4.6
52605,tm245015,Batman: Return of the Caped Crusaders,MOVIE,PG,78,2016,0.0,6.8
52645,tm136193,Sunset Song,MOVIE,PG-13,135,2015,0.0,6.4
52660,tm246558,Beware the Slenderman,MOVIE,,117,2016,0.0,6.2
52716,tm137258,Danny Collins,MOVIE,R,107,2015,0.0,7.0
52731,tm135787,Spare Parts,MOVIE,PG-13,115,2015,0.0,7.3
52809,tm221873,Everything Is Copy,MOVIE,,89,2015,0.0,7.4
52822,ts41277,Impractical Jokers: Inside Jokes,SHOW,TV-14,29,2016,1.0,8.6
52832,tm234364,Kareem: Minority of One,MOVIE,,89,2015,0.0,7.4
52839,tm356424,Never-Ending Man: Hayao Miyazaki,MOVIE,,70,2016,0.0,6.8
52863,tm220464,Regular Show: The Movie,MOVIE,,70,2015,0.0,7.4
52876,tm222614,The Ones Below,MOVIE,R,87,2016,0.0,6.1
52894,tm196228,Night Owls,MOVIE,R,92,2015,0.0,6.2
52923,tm236726,The Confirmation,MOVIE,PG-13,101,2016,0.0,6.4
52935,ts38121,Golden Life,SHOW,,54,2015,3.0,8.8
52963,tm239083,Confirmation,MOVIE,,110,2016,0.0,6.8
52984,tm230522,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,MOVIE,R,117,2016,0.0,6.1
52993,ts38720,Kiznaiver,SHOW,TV-PG,24,2016,1.0,7.0
53014,tm244639,Looking: The Movie,MOVIE,,85,2016,0.0,7.5
53029,tm343584,Every Brilliant Thing,MOVIE,,60,2016,0.0,8.4
53044,tm220754,Tig Notaro: Boyish Girl Interrupted,MOVIE,,53,2015,0.0,6.8
53054,tm246466,Mapplethorpe: Look at the Pictures,MOVIE,,105,2016,0.0,7.5
53073,tm241262,Brother Nature,MOVIE,R,97,2016,0.0,4.8
53098,tm322471,Blow Up of Blow-Up,MOVIE,,52,2016,0.0,5.4
53106,tm229275,Viva,MOVIE,R,100,2015,0.0,7.3
53108,tm220748,Amy Schumer: Live at the Apollo,MOVIE,,61,2015,0.0,5.8
53151,tm214508,Ingrid Bergman: In Her Own Words,MOVIE,,114,2015,0.0,7.4
53187,tm201644,Bessie,MOVIE,,107,2015,0.0,6.6
53194,ts271031,Nuclear Family,SHOW,TV-MA,58,2016,1.0,6.8
53240,tm200765,Collide,MOVIE,PG-13,98,2016,0.0,5.6
53281,tm215537,Ferrell Takes the Field,MOVIE,,49,2015,0.0,5.8
53283,tm232949,Whitney Cummings: I'm Your Girlfriend,MOVIE,,70,2016,0.0,6.2
53286,ts51282,Mighty Magiswords,SHOW,TV-PG,14,2015,2.0,4.7
53289,tm246999,Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,MOVIE,PG,108,2016,0.0,7.8
53302,ts53390,Mamon,SHOW,,54,2015,1.0,7.3
53320,tm229933,Robinson Crusoe,MOVIE,PG,91,2016,0.0,5.4
53325,tm315909,Pete Holmes: Faces and Sounds,MOVIE,,57,2016,0.0,6.7
53335,tm205306,Thought Crimes,MOVIE,R,81,2015,0.0,6.4
53353,tm201159,Mavis!,MOVIE,,80,2015,0.0,7.4
53354,tm242025,Abortion: Stories Women Tell,MOVIE,,92,2016,0.0,7.1
53359,tm247549,3 Days of Terror: The Charlie Hebdo Attacks,MOVIE,,59,2016,0.0,6.2
53407,ts37709,Long Live the Royals,SHOW,TV-PG,11,2015,1.0,6.7
53491,tm136985,Batkid Begins,MOVIE,PG,87,2015,0.0,6.9
53532,ts77705,Messy goes to OKIDO,SHOW,TV-G,11,2015,2.0,7.2
53550,tm239773,Presenting Princess Shaw,MOVIE,,83,2016,0.0,6.8
53555,tm271231,Marathon: The Patriots Day Bombing,MOVIE,,108,2016,0.0,7.9
53563,tm267036,The Trans List,MOVIE,,57,2016,0.0,6.2
53584,tm228664,The Leisure Class,MOVIE,,81,2015,0.0,3.9
53606,tm2250,"3 ½ Minutes, 10 Bullets",MOVIE,,98,2015,0.0,7.2
53618,tm205457,The Diplomat,MOVIE,,104,2015,0.0,7.0
53626,tm233438,Jim: The James Foley Story,MOVIE,,111,2016,0.0,7.6
53629,tm238736,Becoming Mike Nichols,MOVIE,,72,2016,0.0,7.1
53649,tm232840,Americano,MOVIE,G,97,2016,0.0,4.1
53654,tm236718,Class Divide,MOVIE,,74,2016,0.0,7.3
53655,tm318755,Jackson,MOVIE,,92,2016,0.0,7.4
53696,tm233177,Suited,MOVIE,,78,2016,0.0,7.0
53707,tm233385,Spark: A Space Tail,MOVIE,PG,97,2016,0.0,4.4
53711,tm308433,Risky Drinking,MOVIE,,82,2016,0.0,6.6
53713,tm211584,Southern Rites,MOVIE,,90,2015,0.0,6.5
53714,tm218910,Toe Tag Parole: To Live and Die on Yard A,MOVIE,,80,2015,0.0,6.4
53720,tm193126,How to Dance in Ohio,MOVIE,,88,2015,0.0,7.7
53726,tm193938,A Mouse Tale,MOVIE,PG,92,2015,0.0,5.1
53728,tm233719,"Heroin: Cape Cod, USA",MOVIE,,75,2015,0.0,7.1
53730,tm267274,Brillo Box (3¢ off),MOVIE,,40,2016,0.0,7.1
53732,tm195994,Rosie O'Donnell: A Heartfelt Stand Up,MOVIE,,56,2015,0.0,6.4
53753,tm427442,Foreign Wars,MOVIE,,71,2016,0.0,8.2
53754,tm226857,San Francisco 2.0,MOVIE,,39,2015,0.0,6.9
53759,tm574509,The Poet of Havana,MOVIE,,100,2015,0.0,8.3
53762,tm245409,Meet the Donors: Does Money Talk?,MOVIE,,66,2016,0.0,6.5
53763,tm212140,Requiem for the Dead: American Spring 2014,MOVIE,,67,2015,0.0,7.2
53767,tm203037,Living With Lincoln,MOVIE,,60,2015,0.0,7.6
53774,tm193313,Larry Kramer In Love & Anger,MOVIE,,82,2015,0.0,7.7
53775,tm402330,Kittenhood,MOVIE,,51,2015,0.0,6.8
53786,tm235243,Wiener Dog Internationals,MOVIE,G,92,2015,0.0,4.4
53801,ts53334,The Silent Valley,SHOW,TV-MA,58,2016,1.0,6.7
53817,tm229895,The Latin Explosion: A New America,MOVIE,,64,2015,0.0,7.1
53819,tm235380,Homegrown: The Counter-Terror Dilemma,MOVIE,,93,2016,0.0,6.7
53835,tm315820,Habla y vota,MOVIE,PG,54,2016,0.0,3.5
53836,tm246903,Solitary,MOVIE,,81,2016,0.0,7.2
53923,tm208397,Fantastic Beasts: The Crimes of Grindelwald,MOVIE,PG-13,134,2018,0.0,6.5
53984,tm222161,Paddington 2,MOVIE,PG,104,2017,0.0,7.8
54046,tm239091,Blade Runner 2049,MOVIE,R,164,2017,0.0,8.0
54092,tm357148,Crazy Rich Asians,MOVIE,PG-13,120,2018,0.0,6.9
54175,tm225321,Ready Player One,MOVIE,PG-13,140,2018,0.0,7.4
54225,tm232797,Dunkirk,MOVIE,PG-13,107,2017,0.0,7.8
54291,tm196644,The Lego Batman Movie,MOVIE,PG,105,2017,0.0,7.3
54386,tm244183,The House,MOVIE,R,88,2017,0.0,5.6
54460,tm244208,It,MOVIE,R,135,2017,0.0,7.3
54587,tm266647,Ocean's Eight,MOVIE,PG-13,111,2018,0.0,6.3
54640,tm544,Aquaman,MOVIE,PG-13,143,2018,0.0,6.8
54712,tm123167,Kong: Skull Island,MOVIE,PG-13,118,2017,0.0,6.6
54765,tm305149,Dragged Across Concrete,MOVIE,R,158,2018,0.0,6.9
54841,tm11937,Wonder Woman,MOVIE,PG-13,141,2017,0.0,7.4
54893,tm308123,The Nun,MOVIE,R,96,2018,0.0,5.3
54996,tm443,Justice League,MOVIE,PG-13,120,2017,0.0,6.1
55025,tm310091,Robin Hood,MOVIE,PG-13,104,2018,0.0,5.3
55104,tm312762,Borg vs McEnroe,MOVIE,R,108,2017,0.0,6.9
55152,tm367475,Kin,MOVIE,PG-13,102,2018,0.0,5.8
55229,tm298080,Rampage,MOVIE,PG-13,100,2018,0.0,6.1
55282,tm232804,The Snowman,MOVIE,R,119,2017,0.0,5.1
55314,tm244192,Annabelle: Creation,MOVIE,R,110,2017,0.0,6.5
55397,tm244370,Fahrenheit 451,MOVIE,PG-13,100,2018,0.0,4.9
55405,tm244065,David Lynch: The Art Life,MOVIE,,88,2017,0.0,7.2
55436,tm349036,Teen Titans Go! To the Movies,MOVIE,PG,85,2018,0.0,6.7
55447,tm437653,Constantine: City of Demons - The Movie,MOVIE,R,90,2018,0.0,7.3
55459,tm363938,Profile,MOVIE,R,106,2018,0.0,6.7
55476,tm276163,"Night Is Short, Walk On Girl",MOVIE,,93,2017,0.0,7.5
55477,ts86524,The Shivering Truth,SHOW,TV-MA,11,2018,2.0,8.0
55511,tm322707,Tour de Pharmacy,MOVIE,,41,2017,0.0,7.1
55528,tm363512,Robin Williams: Come Inside My Mind,MOVIE,,116,2018,0.0,7.9
55544,tm310542,Mommy Dead and Dearest,MOVIE,,82,2017,0.0,7.4
55641,tm361399,The Tale,MOVIE,NC-17,110,2018,0.0,7.2
